,ECG
0,34560
1,34688
2,34624
3,34496
4,34496
5,34624
6,34624
7,34432
8,34048
9,33728
10,33472
11,33408
12,33280
13,33408
14,33728
15,33920
16,33792
17,33664
18,33344
19,32896
20,32768
21,33024
22,33344
23,33408
24,33216
25,33216
26,33536
27,34304
28,35392
29,36992
30,39360
31,42112
32,44288
33,44864
34,43392
35,40704
36,37568
37,34624
38,32320
39,30976
40,30336
41,30144
42,30272
43,30400
44,30720
45,31232
46,31616
47,31936
48,32256
49,32512
50,32640
51,32640
52,32704
53,32832
54,33024
55,33152
56,33216
57,33280
58,33344
59,33408
60,33536
61,33600
62,33600
63,33600
64,33600
65,33664
66,33728
67,33792
68,34112
69,34304
70,34112
71,33856
72,33920
73,33984
74,33920
75,33856
76,33920
77,34048
78,34048
79,33920
80,33792
81,33728
82,33664
83,33600
84,33664
85,33664
86,33664
87,33664
88,33664
89,33600
90,33728
91,33728
92,33728
93,33920
94,34176
95,34432
96,34496
97,34432
98,34368
99,33920
100,33600
101,33600
102,33600
103,33472
104,33344
105,33536
106,33856
107,33728
108,33472
109,33408
110,33600
111,33792
112,34048
113,34112
114,34112
115,34176
116,34304
117,34368
118,34496
119,34432
120,34304
121,34240
122,34432
123,34816
124,34880
125,34688
126,34816
127,34944
128,34816
129,34560
130,34304
131,34048
132,34112
133,34432
134,34816
135,35008
136,35136
137,35136
138,35200
139,35072
140,34816
141,34496
142,34240
143,34112
144,33728
145,33536
146,33600
147,33536
148,33408
149,33216
150,33152
151,33280
152,33408
153,33600
154,33728
155,33856
156,34048
157,33984
158,33856
159,33728
160,33856
161,34432
162,35520
163,37312
164,40000
165,43008
166,44608
167,44672
168,42944
169,40256
170,37120
171,34176
172,32064
173,30848
174,30400
175,30336
176,30784
177,31104
178,31296
179,31488
180,31872
181,32256
182,32640
183,32960
184,33088
185,33216
186,33472
187,33728
188,33920
189,34112
190,34112
191,33664
192,33280
193,33280
194,33344
195,33408
196,33472
197,33600
198,33792
199,33920
200,33856
201,33856
202,33728
203,33728
204,33856
205,34112
206,34432
207,34624
208,34688
209,34624
210,34368
211,34176
212,33984
213,33984
214,33920
215,33792
216,33600
217,33728
218,34048
219,34240
220,34240
221,34112
222,34048
223,34048
224,33984
225,33920
226,33984
227,33984
228,33920
229,33920
230,33920
231,34048
232,34176
233,34240
234,34304
235,34240
236,34112
237,33856
238,33536
239,33536
240,33728
241,34048
242,34240
243,34240
244,34112
245,33984
246,33984
247,33984
248,34176
249,34304
250,34432
251,34496
252,34368
253,34176
254,34048
255,34112
256,34304
257,34624
258,34752
259,34688
260,34688
261,34944
262,35136
263,34816
264,34624
265,34560
266,34624
267,34688
268,34752
269,34752
270,34688
271,34688
272,34688
273,34560
274,34368
275,34112
276,34048
277,33984
278,33920
279,33792
280,33856
281,33728
282,33472
283,33216
284,33216
285,33216
286,33088
287,32896
288,32768
