,ECG
0,34368
1,34176
2,34048
3,33920
4,33600
5,33600
6,33984
7,34304
8,34560
9,34688
10,34944
11,35200
12,35456
13,35328
14,35008
15,34496
16,34112
17,34176
18,34688
19,35264
20,35584
21,35456
22,35136
23,34944
24,35136
25,35200
26,35072
27,34880
28,34880
29,35008
30,35136
31,35328
32,35392
33,35072
34,34688
35,34368
36,34496
37,34944
38,35072
39,34944
40,34816
41,34688
42,34240
43,33792
44,33664
45,33856
46,34112
47,34176
48,34240
49,34304
50,34240
51,33856
52,33728
53,33856
54,33920
55,33792
56,33728
57,33600
58,33664
59,33792
60,33664
61,33728
62,33920
63,34240
64,34624
65,34816
66,34880
67,34624
68,34304
69,34176
70,34368
71,34496
72,34560
73,34624
74,34752
75,34624
76,34368
77,34048
78,34048
79,34240
80,34432
81,34496
82,34368
83,34176
84,34048
85,34112
86,34176
87,34048
88,34048
89,34496
90,34944
91,35072
92,34752
93,34496
94,34816
95,35008
96,34752
97,34432
98,34496
99,34880
100,34816
101,34560
102,34368
103,34048
104,33664
105,33216
106,33088
107,33472
108,33920
109,33856
110,33728
111,33792
112,34048
113,34112
114,33984
115,34048
116,34112
117,34176
118,34176
119,34240
120,34368
121,34560
122,34688
123,35008
124,35904
125,37312
126,39424
127,41984
128,43776
129,43456
130,41152
131,38080
132,35200
133,32832
134,31360
135,30592
136,30464
137,30720
138,31040
139,31424
140,32000
141,32768
142,33472
143,33920
144,34304
145,34560
146,34432
147,34240
148,34432
149,34560
150,34560
151,34496
152,34432
153,34432
154,34304
155,34176
156,34176
157,34304
158,34496
159,34432
160,34176
161,34048
162,34176
163,34176
164,34240
165,34624
166,35072
167,35072
168,34880
169,34816
170,34880
171,35008
172,34944
173,34880
174,34944
175,34944
176,34880
177,34880
178,35008
179,35008
180,34816
181,34496
182,34368
183,34560
184,34752
185,34816
186,34688
187,34560
188,34432
189,34240
190,34112
191,34112
192,34112
193,33984
194,33920
195,33984
196,34048
197,33984
198,33856
199,33856
200,33664
201,33408
202,33344
203,33472
204,33664
205,33792
206,33792
207,33856
208,33984
209,33856
210,33472
211,33344
212,33600
213,34048
214,34240
215,34240
216,34176
217,34112
218,34112
219,34176
220,34176
221,34048
222,33920
223,34112
224,34368
225,34496
226,34432
227,34432
228,34496
229,34432
230,34304
231,34176
232,34112
233,34112
234,34112
235,34176
236,34432
237,34560
238,34496
239,34368
240,34432
241,34624
242,34624
243,34560
244,34496
245,34560
246,34560
247,34496
248,34432
249,34368
250,34112
251,33664
252,33472
253,33536
254,33728
255,33728
256,33600
257,33536
258,33664
259,33792
260,33984
261,34112
262,34176
263,34048
264,34048
265,34240
266,34368
267,34304
268,34112
269,34176
270,34432
271,34816
272,35520
273,36736
274,38592
275,40832
276,42496
277,42688
278,41024
279,38528
280,35712
281,33216
282,31616
283,30912
284,30720
285,30976
286,31488
287,32000
288,32320
289,32704
290,33152
291,33728
292,34048
293,34240
294,34432
295,34560
296,34560
297,34304
298,34176
299,34304
300,34432
301,34432
302,34496
303,34560
304,34560
305,34432
306,34304
307,34240
308,34368
309,34496
310,34496
311,34560
312,34560
313,34432
314,34304
315,34432
316,34688
317,34944
318,35008
319,35008
320,34880
321,34688
322,34496
323,34432
324,34816
325,35008
326,34944
327,34880
328,34752
329,34560
330,34304
331,34240
332,34432
333,34496
334,34368
335,34304
336,34304
337,34304
338,34112
339,33856
340,33856
341,33984
342,33920
343,33856
344,33984
345,34176
346,34048
347,33600
348,33408
349,33408
350,33280
351,33280
352,33408
353,33664
354,33856
355,33856
356,33856
357,33984
358,34112
359,34048
360,33920
361,33920
362,34112
363,34048
364,33984
365,33920
366,33984
367,34112
368,34176
369,34240
370,34432
371,34368
372,34112
373,34048
374,34176
375,34304
376,34368
377,34432
378,34624
379,34560
380,34368
381,34240
382,34240
383,34240
384,34176
385,34240
386,34304
387,34432
388,34496
389,34432
390,34368
391,34240
392,34176
393,34048
394,33984
395,33920
396,33664
397,33536
398,33536
399,33664
400,33792
401,33728
402,33728
403,33792
404,33920
405,33984
406,34048
407,34176
408,34304
409,34176
410,33984
411,33920
412,33984
413,34048
414,34304
415,35264
416,36672
417,38656
418,40832
419,42688
420,43136
421,41472
422,38784
423,35712
424,33536
425,31808
426,30848
427,30528
428,30848
429,31360
430,32000
431,32512
432,33152
433,33600
434,33664
435,33728
436,33984
437,34368
438,34624
439,34624
440,34496
441,34432
442,34304
443,34176
444,34176
445,34304
446,34304
447,34112
448,34112
449,34240
450,34432
451,34368
452,34304
453,34496
454,34816
455,34880
456,34816
457,34688
458,34688
459,34752
460,34688
461,34688
462,34688
463,34496
464,34432
465,34560
466,34752
467,35008
468,35072
469,35136
470,35072
471,34880
472,34560
473,34432
474,34368
475,34304
476,34112
477,34112
478,34112
479,34112
480,33920
481,33728
482,33728
483,33920
484,33984
485,34048
486,34048
487,33920
488,33728
489,33664
490,33664
491,33664
492,33600
493,33664
494,33792
495,33856
496,33792
497,33728
498,33664
499,33792
500,33792
501,33728
502,33856
503,34048
504,34112
505,33920
506,33792
507,33920
508,34176
509,34240
510,34112
511,34176
512,34368
513,34368
514,34240
515,34176
516,34304
517,34432
518,34432
519,34368
520,34368
521,34240
522,34112
523,34048
524,34176
525,34240
526,34240
527,34176
528,34176
529,34176
530,34112
531,34304
532,34816
533,35072
534,35008
535,34752
536,34560
537,34496
538,34240
539,34048
540,33984
541,33984
542,33728
543,33600
544,33600
545,33728
546,33728
547,33600
548,33664
549,33920
550,34048
551,34048
552,34048
553,34048
554,34176
555,34048
556,33984
557,34112
558,34432
559,34560
560,34944
561,35776
562,37120
563,38976
564,41152
565,43008
566,43264
567,41408
568,38400
569,35456
570,33024
571,31424
572,30656
573,30592
574,30912
575,31488
576,32064
577,32576
578,33088
579,33536
580,33728
581,33792
582,33920
583,34176
584,34304
585,34304
586,34368
587,34560
588,34624
589,34496
590,34368
591,34304
592,34176
