,ECG
0,33280
1,33472
2,33664
3,33728
4,33600
5,33408
6,33344
7,33408
8,33536
9,33600
10,33664
11,33600
12,33280
13,32896
14,32832
15,33536
16,35136
17,37696
18,41088
19,44800
20,47616
21,48192
22,46144
23,42688
24,39104
25,35776
26,33152
27,31360
28,30400
29,30144
30,30080
31,30144
32,30400
33,30720
34,31040
35,31360
36,31680
37,32000
38,32256
39,32448
40,32576
41,32768
42,32896
43,33024
44,33152
45,33280
46,33408
47,33536
48,33600
49,33728
50,33792
51,33920
52,33984
53,34112
54,34176
55,34240
56,34304
57,34368
58,34432
59,34496
60,34560
61,34688
62,34816
63,34944
64,35008
65,35072
66,35136
67,35264
68,35328
69,35392
70,35456
71,35392
72,35328
73,35264
74,35200
75,35136
76,35072
77,35072
78,34880
79,34496
80,33984
81,33472
82,33152
83,32896
84,32704
85,32512
86,32448
87,32448
88,32448
89,32448
90,32512
91,32576
92,32704
93,32768
94,32832
95,32960
96,33152
97,33280
98,33408
99,33408
100,33472
101,33536
102,33600
103,33664
104,33728
105,33728
106,33856
107,33920
108,33920
109,33984
110,34112
111,34304
112,34432
113,34496
114,34496
115,34560
116,34688
117,34880
118,34944
119,34944
120,34944
121,34944
122,34944
123,34880
124,34688
125,34496
126,34240
127,33984
128,33728
129,33472
130,33344
131,33280
132,33280
133,33408
134,33408
135,33344
136,33280
137,33216
138,33280
139,33344
140,33408
141,33472
142,33600
143,33664
144,33728
145,33792
146,33728
147,33536
148,33216
149,32832
150,32768
151,33280
152,34624
153,36992
154,40192
155,43904
156,47040
157,48192
158,46720
159,43648
160,39936
161,36480
162,33536
163,31552
164,30464
165,29952
166,29888
167,30080
168,30400
169,30720
170,31104
171,31424
172,31680
173,31936
174,32192
175,32448
176,32704
177,32832
178,32960
179,33088
180,33152
181,33216
182,33344
183,33408
184,33536
185,33728
186,33856
187,33920
188,33984
189,34048
190,34048
191,34112
192,34176
193,34176
194,34304
195,34432
196,34560
197,34688
198,34752
199,34880
200,35072
201,35136
202,35200
203,35264
204,35392
205,35456
206,35456
207,35392
208,35392
209,35392
210,35392
211,35264
212,35008
213,34752
214,34432
215,34176
216,33920
217,33664
218,33408
219,33152
220,32832
221,32576
222,32448
223,32384
224,32384
225,32384
226,32448
227,32512
228,32640
229,32704
230,32832
231,32960
232,33024
233,33152
234,33216
235,33280
236,33408
237,33536
238,33664
239,33664
240,33728
241,33920
242,34048
243,34112
244,34176
245,34176
246,34304
247,34432
248,34496
249,34496
250,34560
251,34624
252,34752
253,34816
254,34816
255,34752
256,34688
257,34688
258,34688
259,34624
260,34496
261,34368
262,34112
263,33920
264,33664
265,33472
266,33280
267,33152
268,33152
269,33088
270,33152
271,33216
272,33344
273,33472
274,33472
275,33472
276,33536
277,33536
278,33536
279,33536
280,33600
281,33600
282,33536
283,33344
284,33088
285,32960
286,33280
287,34432
288,36608
289,39680
290,43392
291,46784
292,48320
293,47168
294,44096
295,40448
296,36928
297,33984
298,31872
299,30656
300,30080
301,29888
302,29952
303,30144
304,30528
305,30848
306,31232
307,31488
308,31808
309,32000
310,32256
311,32512
312,32704
313,32896
314,33024
315,33088
316,33216
317,33344
318,33408
319,33472
320,33536
321,33664
322,33728
323,33856
324,33984
325,34112
326,34176
327,34304
328,34560
329,34688
330,34560
331,34496
332,34432
333,34496
334,34688
335,34816
336,34944
337,35136
338,35264
339,35328
340,35328
341,35264
342,35200
343,35136
344,35072
345,35072
346,35072
347,35008
348,34816
349,34624
350,34432
351,34112
352,33792
353,33408
354,33216
355,33024
356,32896
357,32768
358,32640
359,32576
360,32512
361,32448
362,32512
363,32576
364,32704
365,32832
366,32960
367,33088
368,33216
369,33344
370,33344
371,33344
372,33344
373,33408
374,33472
375,33600
376,33600
377,33664
378,33792
379,33984
380,34112
381,34112
382,34112
383,34176
384,34368
385,34496
386,34560
387,34560
388,34624
389,34624
390,34752
391,34880
392,34944
393,34880
394,34752
395,34752
396,34688
397,34560
398,34432
399,34240
400,34048
401,33728
402,33536
403,33472
404,33344
405,33216
406,33216
407,33216
408,33280
409,33344
410,33344
411,33344
412,33344
413,33472
414,33536
415,33600
416,33600
417,33600
418,33664
419,33664
420,33600
421,33472
422,33088
423,32896
424,33088
425,34176
426,36224
