,ECG
0,33664
1,33792
2,33920
3,33920
4,33792
5,33600
6,33472
7,33536
8,33600
9,33600
10,33856
11,34304
12,34880
13,35712
14,36672
15,37952
16,38400
17,37312
18,35200
19,33152
20,31680
21,30848
22,30528
23,30528
24,30976
25,31680
26,32512
27,33280
28,33856
29,34304
30,34560
31,34688
32,34752
33,34752
34,34688
35,34560
36,34496
37,34496
38,34432
39,34304
40,34176
41,34048
42,33984
43,33984
44,33984
45,34112
46,34176
47,34176
48,34112
49,34112
50,34176
51,34176
52,34176
53,34304
54,34368
55,34368
56,34432
57,34496
58,34496
59,34432
60,34368
61,34304
62,34304
63,34432
64,34560
65,34624
66,34560
67,34560
68,34624
69,34752
70,34880
71,34816
72,34752
73,34688
74,34688
75,34688
76,34752
77,34816
78,34816
79,34560
80,34368
81,34176
82,34112
83,34048
84,33984
85,33920
86,33920
87,33792
88,33728
89,33664
90,33728
91,33792
92,33728
93,33600
94,33472
95,33408
96,33344
97,33472
98,33664
99,33792
100,33856
101,33856
102,33728
103,33728
104,33664
105,33664
106,33664
107,33728
108,33664
109,33728
110,33792
111,33792
112,33728
113,33664
114,33792
115,33792
116,33664
117,33536
118,33472
119,33536
120,33600
121,33600
122,33664
123,33728
124,33728
125,33664
126,33536
127,33600
128,33536
129,33600
130,33600
131,33664
132,33728
133,33664
134,33600
135,33536
136,33536
137,33536
138,33664
139,33792
140,33856
141,33792
142,33728
143,33600
144,33472
145,33472
146,33472
147,33536
148,33664
149,33664
150,33600
151,33600
152,33728
153,33856
154,33920
155,33920
156,33920
157,33920
158,33920
159,33984
160,34240
161,34432
162,34432
163,34240
164,33920
165,33792
166,33792
167,33792
168,33792
169,33792
170,33728
171,33600
172,33472
173,33280
174,33152
175,33088
176,33024
177,33024
178,33024
179,33152
180,33280
181,33408
182,33536
183,33536
184,33536
185,33472
186,33600
187,33664
188,33728
189,33792
190,33792
191,33664
192,33472
193,33344
194,33408
195,33472
196,33600
197,33920
198,34368
199,35072
200,35904
201,36864
202,37824
203,37504
204,35968
205,34112
206,32640
207,31680
208,31104
209,30912
210,30976
211,31296
212,31744
213,32320
214,32960
215,33600
216,34112
217,34432
218,34560
219,34624
220,34560
221,34432
222,34304
223,34176
224,34176
225,34176
226,33984
227,33856
228,33792
229,33792
230,33728
231,33664
232,33728
233,33792
234,33856
235,33856
236,33984
237,34048
238,34112
239,34112
240,34176
241,34112
242,34112
243,34176
244,34176
245,34176
246,34112
247,34112
248,34048
249,34112
250,34112
251,34176
252,34304
253,34304
254,34368
255,34368
256,34368
257,34432
258,34560
259,34624
260,34688
261,34688
262,34560
263,34368
264,34304
265,34368
266,34496
267,34432
268,34304
269,34048
270,33856
271,33664
272,33600
273,33664
274,33664
275,33664
276,33664
277,33664
278,33600
279,33472
280,33344
281,33280
282,33344
283,33344
284,33408
285,33472
286,33472
287,33472
288,33600
289,33728
290,33792
291,33728
292,33664
293,33664
294,33664
295,33664
296,33600
297,33536
298,33472
299,33536
300,33600
301,33728
302,33792
303,33728
304,33664
305,33664
306,33728
307,33792
308,33728
309,33664
310,33600
311,33600
312,33600
313,33664
314,33728
315,33856
316,33856
317,33728
318,33600
319,33600
320,33600
321,33600
322,33600
323,33728
324,33728
325,33728
326,33664
327,33792
328,33856
329,33856
330,33728
331,33664
332,33664
333,33728
