,ECG
0,33600
1,33600
2,33536
3,33536
4,33600
5,33664
6,33728
7,33792
8,33856
9,33856
10,33856
11,33792
12,33792
13,33792
14,33664
15,33536
16,33472
17,33472
18,33536
19,33600
20,33664
21,33728
22,33728
23,33728
24,33792
25,33856
26,33856
27,33920
28,33920
29,33856
30,33792
31,33792
32,33792
33,33664
34,33664
35,33728
36,33792
37,33792
38,33728
39,33728
40,33728
41,33728
42,33728
43,33728
44,33792
45,33792
46,33856
47,33920
48,33984
49,34112
50,34112
51,34176
52,34112
53,33856
54,33728
55,33728
56,33728
57,33728
58,33792
59,33920
60,34048
61,34176
62,34240
63,34368
64,34496
65,34560
66,34560
67,34496
68,34368
69,34240
70,34176
71,34176
72,34112
73,33984
74,33728
75,33600
76,33536
77,33600
78,33536
79,33472
80,33472
81,33472
82,33536
83,33536
84,33600
85,33664
86,33728
87,33792
88,33856
89,33856
90,33856
91,33792
92,33728
93,33728
94,33984
95,34752
96,35776
97,36992
98,38080
99,39040
100,39360
101,38848
102,37760
103,36544
104,35328
105,34112
106,33088
107,32320
108,31936
109,31936
110,32064
111,32256
112,32512
113,32704
114,32896
115,33024
116,33152
117,33216
118,33280
119,33344
120,33344
121,33408
122,33472
123,33408
124,33344
125,33408
126,33408
127,33472
128,33600
129,33664
130,33664
131,33600
132,33728
133,33728
134,33600
135,33536
136,33536
137,33600
138,33600
139,33664
140,33664
141,33728
142,33856
143,33920
144,33856
145,33856
146,33856
147,33984
148,34048
149,34176
150,34176
151,34176
152,34240
153,34368
154,34368
155,34432
156,34432
157,34496
158,34560
159,34560
160,34688
161,34752
162,34752
163,34752
164,34816
165,34816
166,34816
167,34880
168,34880
169,34752
170,34688
171,34496
172,34368
173,34176
174,34048
175,33920
176,33728
177,33600
178,33472
179,33280
180,33152
181,33152
182,33088
183,33088
184,33088
185,33152
186,33216
187,33216
188,33280
189,33344
190,33280
191,33344
192,33408
193,33344
194,33344
195,33344
196,33344
197,33344
198,33408
199,33408
200,33472
201,33472
202,33472
203,33472
204,33472
205,33536
206,33536
207,33536
208,33600
209,33600
210,33600
211,33536
212,33472
213,33536
214,33600
215,33600
216,33664
217,33728
218,33728
219,33792
220,33728
221,33728
222,33664
223,33664
224,33728
225,33792
226,33920
227,33984
228,33920
229,33792
230,33664
231,33600
232,33536
233,33600
234,33728
235,33728
236,33728
237,33664
238,33664
239,33664
240,33664
241,33664
242,33728
243,33728
244,33792
245,33792
246,33792
247,33792
248,33792
249,33792
250,33856
251,33856
252,33856
253,33792
254,33728
255,33792
256,33856
257,33920
258,34048
259,34112
260,34176
261,34240
262,34176
263,34240
264,34368
265,34368
266,34240
267,34176
268,34112
269,34048
270,34048
271,33984
272,33984
273,33984
274,33920
275,33792
276,33664
277,33600
278,33536
279,33536
280,33536
281,33536
282,33472
283,33472
284,33472
285,33536
286,33600
287,33664
288,33664
289,33664
290,33728
291,33728
292,33728
293,33664
294,33856
295,34432
296,35392
297,36544
298,37696
299,38592
300,39232
301,39168
302,38336
303,37312
304,36160
305,34880
306,33856
307,33024
308,32384
309,32064
310,32000
311,32128
312,32256
313,32448
314,32576
315,32768
316,32896
317,33088
318,33216
319,33344
320,33408
321,33472
322,33472
323,33408
324,33408
325,33472
326,33600
327,33664
328,33600
329,33472
330,33408
331,33408
332,33408
333,33472
334,33472
335,33600
336,33664
337,33664
338,33664
339,33664
340,33728
341,33792
342,33856
343,33920
344,33920
345,33984
346,33984
347,34048
348,34048
349,34048
350,34112
351,34112
352,34176
353,34240
354,34368
355,34432
356,34496
357,34560
358,34560
359,34624
360,34688
361,34688
362,34624
363,34624
364,34688
365,34688
366,34688
367,34688
368,34624
369,34560
370,34496
371,34496
372,34432
373,34304
374,33984
375,33728
376,33472
377,33344
378,33280
379,33216
380,33216
381,33152
382,33152
383,33152
384,33152
385,33152
386,33216
387,33216
388,33216
389,33216
390,33280
391,33344
392,33344
393,33344
394,33344
395,33408
396,33472
397,33408
398,33408
399,33472
400,33536
401,33536
402,33536
403,33536
404,33536
405,33536
406,33536
407,33600
408,33600
409,33600
410,33664
411,33664
412,33728
413,33792
414,33792
415,33728
416,33728
417,33664
418,33728
419,33728
420,33728
421,33728
422,33728
423,33792
424,33728
425,33728
426,33728
427,33728
428,33728
429,33792
430,33728
431,33728
432,33728
433,33856
434,33856
435,33856
436,33856
437,33792
438,33792
439,33792
440,33792
441,33856
442,33856
443,33792
444,33792
445,33792
446,33792
447,33792
448,33792
449,33792
450,33792
451,33856
452,33984
